index,feature,ground_truth,predicted
16153,education-num,-1,-1
16157,education-num,1,1
16159,education-num,1,-1
16160,education-num,-1,1
16162,education-num,1,1
16164,education-num,1,1
16166,education-num,-1,-1
16170,education-num,-1,1
16174,education-num,1,1
16180,education-num,-1,1
16183,education-num,1,1
16186,education-num,-1,1
16189,education-num,1,1
16192,education-num,1,1
16196,education-num,1,1
16204,education-num,-1,1
16209,education-num,-1,1
16210,education-num,1,1
16212,education-num,-1,1
16216,education-num,-1,1
16222,education-num,1,1
16223,education-num,-1,-1
16225,education-num,1,1
16232,education-num,-1,-1
16234,education-num,-1,1
16236,education-num,1,1
16242,education-num,-1,-1
16246,education-num,1,1
16248,education-num,1,1
16249,education-num,1,1
16251,education-num,-1,1
16255,education-num,1,1
16261,education-num,-1,1
16269,education-num,1,1
16276,education-num,-1,1
16281,education-num,1,1
16285,education-num,1,-1
16286,education-num,-1,1
16287,education-num,-1,1
16292,education-num,1,-1
16293,education-num,-1,1
16298,education-num,1,-1
16303,education-num,-1,1
16305,education-num,1,1
16309,education-num,-1,-1
16312,education-num,1,-1
16315,education-num,1,1
16321,education-num,1,1
16322,education-num,-1,-1
16323,education-num,-1,1
16328,education-num,1,1
16329,education-num,1,1
16336,education-num,-1,-1
16342,education-num,-1,-1
16344,education-num,1,1
16345,education-num,-1,1
16350,education-num,-1,1
16351,education-num,1,1
16361,education-num,-1,-1
16362,education-num,1,-1
16363,education-num,-1,1
16366,education-num,-1,1
16369,education-num,-1,1
16377,education-num,1,1
16388,education-num,-1,1
16391,education-num,1,1
16393,education-num,1,1
16395,education-num,-1,1
16406,education-num,1,1
16413,education-num,1,1
16415,education-num,-1,-1
16420,education-num,1,1
16422,education-num,-1,-1
16429,education-num,-1,1
16431,education-num,1,-1
16432,education-num,-1,1
16434,education-num,-1,1
16436,education-num,1,-1
16438,education-num,1,-1
16445,education-num,1,1
16446,education-num,1,1
16448,education-num,-1,-1
16449,education-num,1,1
16450,education-num,-1,-1
16453,education-num,-1,1
16455,education-num,1,-1
16459,education-num,-1,-1
16462,education-num,-1,1
16465,education-num,1,1
16469,education-num,1,-1
16470,education-num,-1,1
16473,education-num,-1,1
16475,education-num,-1,-1
16477,education-num,1,1
16482,education-num,-1,1
16489,education-num,-1,-1
16491,education-num,-1,1
16499,education-num,1,-1
16513,education-num,1,1
16517,education-num,1,-1
16521,education-num,-1,1
16522,education-num,1,1
16526,education-num,1,1
16534,education-num,1,1
16539,education-num,1,-1
16543,education-num,-1,1
16546,education-num,-1,1
16548,education-num,-1,-1
16553,education-num,1,1
16554,education-num,-1,-1
16555,education-num,1,1
16556,education-num,-1,1
16560,education-num,1,1
16561,education-num,-1,-1
16562,education-num,1,1
16564,education-num,-1,1
16565,education-num,1,-1
16569,education-num,1,-1
16570,education-num,-1,1
16577,education-num,1,1
16580,education-num,-1,1
16583,education-num,1,-1
16585,education-num,1,1
16593,education-num,-1,1
16596,education-num,1,1
16599,education-num,-1,1
16600,education-num,1,1
16602,education-num,1,-1
16603,education-num,-1,1
16606,education-num,1,-1
16612,education-num,-1,-1
16616,education-num,1,1
16618,education-num,1,1
16622,education-num,1,1
16628,education-num,1,1
16632,education-num,1,1
16636,education-num,-1,1
16639,education-num,1,1
16642,education-num,-1,-1
16645,education-num,-1,-1
16649,education-num,-1,1
16650,education-num,1,1
16651,education-num,1,1
16654,education-num,1,1
16656,education-num,1,1
16657,education-num,-1,1
16660,education-num,-1,-1
16664,education-num,-1,1
16666,education-num,1,1
16674,education-num,1,1
16683,education-num,1,1
16694,education-num,1,1
16699,education-num,-1,1
16703,education-num,1,1
16704,education-num,1,1
16714,education-num,1,1
16715,education-num,-1,-1
16716,education-num,-1,1
16717,education-num,1,-1
16723,education-num,1,1
16728,education-num,1,1
16729,education-num,-1,-1
16731,education-num,1,1
16738,education-num,1,-1
16741,education-num,1,-1
16743,education-num,-1,1
16747,education-num,-1,1
16751,education-num,1,1
16759,education-num,1,1
16761,education-num,-1,1
16764,education-num,-1,-1
16768,education-num,-1,1
16777,education-num,1,-1
16783,education-num,-1,-1
16785,education-num,1,1
16786,education-num,-1,-1
16796,education-num,-1,1
16807,education-num,-1,-1
16811,education-num,1,-1
16816,education-num,-1,1
16822,education-num,1,1
16826,education-num,1,-1
16833,education-num,1,1
16840,education-num,-1,1
16845,education-num,1,1
16846,education-num,-1,-1
16852,education-num,-1,1
16854,education-num,-1,1
16862,education-num,1,-1
16864,education-num,-1,1
16873,education-num,-1,1
16882,education-num,-1,1
16890,education-num,1,1
16906,education-num,-1,1
16909,education-num,1,-1
16912,education-num,-1,-1
16913,education-num,1,1
16918,education-num,1,1
16924,education-num,-1,1
16927,education-num,-1,1
16930,education-num,-1,1
16933,education-num,-1,1
16935,education-num,1,1
16939,education-num,1,1
16945,education-num,-1,1
16951,education-num,-1,-1
16954,education-num,1,1
16955,education-num,-1,1
16959,education-num,1,1
16960,education-num,-1,1
16968,education-num,-1,1
16972,education-num,1,1
16977,education-num,1,-1
16979,education-num,-1,1
16982,education-num,1,1
16984,education-num,1,1
16990,education-num,1,-1
17000,education-num,1,1
17001,education-num,-1,1
17004,education-num,-1,1
17005,education-num,1,-1
17011,education-num,-1,-1
17014,education-num,-1,1
17017,education-num,-1,1
17026,education-num,-1,1
17033,education-num,1,1
17043,education-num,1,1
17046,education-num,-1,1
17050,education-num,1,1
17051,education-num,-1,1
17058,education-num,-1,1
17061,education-num,1,1
17065,education-num,1,1
17071,education-num,-1,1
17078,education-num,1,-1
17080,education-num,-1,-1
17085,education-num,1,1
17092,education-num,-1,1
17095,education-num,1,1
17099,education-num,1,1
17100,education-num,-1,1
17109,education-num,1,1
17117,education-num,1,1
17120,education-num,1,-1
17124,education-num,-1,1
17128,education-num,1,-1
17131,education-num,-1,1
17132,education-num,1,-1
17135,education-num,1,1
17136,education-num,-1,1
17137,education-num,1,1
17141,education-num,-1,-1
17143,education-num,1,-1
17148,education-num,1,1
17150,education-num,1,1
17155,education-num,-1,-1
17157,education-num,1,1
17170,education-num,-1,-1
17178,education-num,1,-1
17179,education-num,-1,1
17181,education-num,1,1
17182,education-num,1,1
17184,education-num,1,1
17186,education-num,-1,1
17188,education-num,1,1
17191,education-num,-1,1
17193,education-num,1,1
17195,education-num,1,1
17199,education-num,1,1
17202,education-num,1,1
17209,education-num,-1,1
17211,education-num,-1,1
17219,education-num,-1,1
17220,education-num,-1,1
17226,education-num,1,1
17228,education-num,-1,1
17229,education-num,1,1
17230,education-num,-1,-1
17233,education-num,-1,1
17238,education-num,-1,1
17247,education-num,-1,1
17263,education-num,1,1
17267,education-num,1,1
17272,education-num,1,1
17275,education-num,-1,1
17281,education-num,1,1
17284,education-num,-1,1
17289,education-num,-1,1
17298,education-num,1,1
17299,education-num,-1,-1
17302,education-num,-1,1
17311,education-num,-1,1
17313,education-num,-1,1
17322,education-num,1,1
17326,education-num,1,1
17328,education-num,1,1
17329,education-num,-1,-1
17331,education-num,1,1
17335,education-num,-1,1
17338,education-num,-1,1
17344,education-num,-1,1
17346,education-num,1,1
17354,education-num,-1,1
17356,education-num,1,1
17357,education-num,-1,1
17367,education-num,1,1
17370,education-num,1,1
17371,education-num,1,1
17372,education-num,-1,1
17374,education-num,-1,-1
17375,education-num,1,-1
17377,education-num,1,1
17383,education-num,1,1
17389,education-num,1,1
17391,education-num,-1,1
17396,education-num,-1,1
17401,education-num,-1,1
17403,education-num,1,1
17406,education-num,-1,1
17410,education-num,1,1
17425,education-num,-1,-1
17427,education-num,-1,1
17432,education-num,1,-1
17433,education-num,-1,1
17436,education-num,1,-1
17437,education-num,-1,1
17444,education-num,1,1
17446,education-num,-1,1
17449,education-num,-1,1
17452,education-num,1,1
17458,education-num,-1,1
17461,education-num,1,1
17468,education-num,-1,-1
17475,education-num,-1,1
17479,education-num,-1,1
17480,education-num,1,1
17481,education-num,1,-1
17482,education-num,-1,1
17486,education-num,1,1
17488,education-num,-1,1
17490,education-num,1,1
17493,education-num,1,-1
17502,education-num,1,1
17513,education-num,1,-1
17515,education-num,-1,-1
17518,education-num,-1,1
17526,education-num,1,1
17531,education-num,-1,-1
17544,education-num,-1,1
17547,education-num,-1,1
17550,education-num,-1,-1
17556,education-num,-1,-1
17565,education-num,-1,1
17569,education-num,-1,-1
17577,education-num,1,-1
17578,education-num,-1,1
17580,education-num,-1,-1
17583,education-num,-1,-1
17586,education-num,-1,1
17594,education-num,1,1
17596,education-num,-1,1
17599,education-num,-1,1
17602,education-num,-1,1
17615,education-num,1,1
17616,education-num,1,1
17617,education-num,-1,1
17619,education-num,-1,1
17634,education-num,1,-1
17635,education-num,-1,1
17638,education-num,1,1
17640,education-num,1,-1
17641,education-num,-1,1
17643,education-num,-1,1
17648,education-num,1,1
17654,education-num,1,-1
17655,education-num,1,1
17656,education-num,-1,-1
17663,education-num,1,1
17665,education-num,-1,-1
17671,education-num,-1,1
17679,education-num,1,1
17682,education-num,-1,1
17693,education-num,-1,1
17705,education-num,1,1
17706,education-num,1,-1
17707,education-num,-1,1
17719,education-num,1,-1
17729,education-num,-1,1
17735,education-num,1,-1
17736,education-num,-1,1
17743,education-num,-1,-1
17747,education-num,1,-1
17753,education-num,-1,-1
17757,education-num,1,1
17760,education-num,1,1
17763,education-num,-1,1
17766,education-num,-1,-1
17767,education-num,1,-1
17768,education-num,1,1
17773,education-num,1,-1
17784,education-num,-1,1
17787,education-num,1,1
17788,education-num,-1,1
17790,education-num,1,1
17794,education-num,1,-1
17797,education-num,-1,-1
17799,education-num,-1,1
17809,education-num,1,-1
17814,education-num,-1,1
17818,education-num,1,-1
17819,education-num,-1,1
17824,education-num,1,1
17829,education-num,1,1
17834,education-num,-1,1
17836,education-num,-1,1
17839,education-num,1,1
17842,education-num,-1,-1
17844,education-num,1,-1
17845,education-num,-1,1
17850,education-num,-1,1
17854,education-num,1,1
17860,education-num,1,1
17862,education-num,1,1
17871,education-num,-1,1
17876,education-num,-1,1
17878,education-num,1,1
17882,education-num,1,1
17890,education-num,1,1
17892,education-num,1,-1
17893,education-num,-1,1
17895,education-num,1,1
17896,education-num,-1,-1
17899,education-num,-1,-1
17903,education-num,-1,1
17906,education-num,1,1
17912,education-num,1,-1
17913,education-num,-1,1
17914,education-num,1,1
17917,education-num,-1,1
17918,education-num,1,1
17921,education-num,1,-1
17926,education-num,1,1
17929,education-num,-1,1
17934,education-num,1,1
17935,education-num,-1,-1
17940,education-num,1,-1
17941,education-num,-1,1
17944,education-num,1,-1
17945,education-num,-1,-1
17948,education-num,1,-1
17950,education-num,-1,1
17957,education-num,-1,-1
17959,education-num,1,1
17961,education-num,1,1
17965,education-num,-1,1
17967,education-num,1,1
17972,education-num,-1,1
17973,education-num,1,1
17974,education-num,-1,1
17976,education-num,1,1
17982,education-num,1,1
17985,education-num,-1,1
17989,education-num,-1,1
17995,education-num,1,1
17996,education-num,-1,1
17998,education-num,-1,1
18002,education-num,1,1
18007,education-num,-1,1
18013,education-num,-1,1
18027,education-num,1,-1
18035,education-num,-1,1
18036,education-num,1,-1
18037,education-num,-1,1
18039,education-num,-1,1
18042,education-num,1,1
18045,education-num,-1,1
18053,education-num,1,1
18061,education-num,-1,1
18063,education-num,1,-1
18065,education-num,-1,1
18069,education-num,1,1
18077,education-num,1,-1
18078,education-num,-1,1
18088,education-num,-1,1
18091,education-num,-1,1
18092,education-num,1,1
18094,education-num,-1,1
18095,education-num,1,1
18099,education-num,1,1
18103,education-num,-1,-1
18106,education-num,1,1
18111,education-num,1,1
18112,education-num,-1,1
18114,education-num,1,1
18119,education-num,1,1
18122,education-num,1,-1
18127,education-num,1,1
18130,education-num,-1,1
18136,education-num,1,1
18139,education-num,-1,-1
18145,education-num,-1,1
18152,education-num,1,1
18154,education-num,-1,1
18159,education-num,1,1
18160,education-num,-1,-1
18162,education-num,-1,1
18166,education-num,1,1
18179,education-num,1,-1
18181,education-num,1,1
18183,education-num,1,1
18184,education-num,-1,1
18185,education-num,1,1
18193,education-num,-1,1
18195,education-num,1,1
18197,education-num,-1,1
18201,education-num,-1,1
18204,education-num,1,1
18206,education-num,-1,-1
18208,education-num,1,1
18211,education-num,-1,-1
18219,education-num,-1,1
18222,education-num,-1,1
18226,education-num,1,1
18230,education-num,1,1
18231,education-num,1,1
18234,education-num,-1,1
18249,education-num,1,-1
18250,education-num,-1,1
18257,education-num,1,-1
18259,education-num,-1,1
18267,education-num,-1,1
18276,education-num,1,1
18277,education-num,-1,-1
18279,education-num,-1,1
18281,education-num,-1,1
18282,education-num,1,1
18283,education-num,-1,1
18289,education-num,1,1
18291,education-num,1,-1
18292,education-num,-1,-1
18295,education-num,-1,1
18309,education-num,-1,-1
18318,education-num,-1,1
18322,education-num,1,1
18325,education-num,1,1
18333,education-num,1,1
18335,education-num,-1,-1
18338,education-num,1,1
18344,education-num,-1,1
18346,education-num,-1,1
18347,education-num,1,1
18352,education-num,1,-1
18355,education-num,1,1
18356,education-num,-1,1
18358,education-num,-1,1
18359,education-num,1,1
18361,education-num,1,1
18364,education-num,-1,1
18369,education-num,1,1
18379,education-num,-1,1
18382,education-num,1,1
18385,education-num,-1,1
18388,education-num,-1,1
18390,education-num,1,1
18391,education-num,-1,-1
18395,education-num,-1,1
18401,education-num,1,-1
18411,education-num,-1,1
18420,education-num,1,1
18427,education-num,1,1
18431,education-num,1,-1
18433,education-num,-1,1
18439,education-num,-1,-1
18443,education-num,1,-1
18451,education-num,1,1
18454,education-num,-1,1
18456,education-num,-1,1
18472,education-num,-1,1
18473,education-num,1,-1
18476,education-num,1,1
18479,education-num,-1,1
18483,education-num,-1,1
18486,education-num,1,1
18489,education-num,-1,1
18490,education-num,1,1
18504,education-num,-1,1
18512,education-num,1,1
18514,education-num,-1,1
18516,education-num,-1,1
18520,education-num,-1,-1
18522,education-num,1,1
18526,education-num,-1,-1
18534,education-num,1,1
18537,education-num,1,1
18548,education-num,1,-1
18556,education-num,1,1
18561,education-num,1,1
18567,education-num,-1,1
18574,education-num,1,1
18577,education-num,-1,1
18581,education-num,1,-1
18585,education-num,-1,1
18591,education-num,-1,-1
18594,education-num,-1,1
18598,education-num,-1,1
18601,education-num,1,1
18603,education-num,-1,-1
18607,education-num,1,-1
18613,education-num,-1,1
18616,education-num,-1,1
18625,education-num,-1,1
18631,education-num,1,-1
18636,education-num,1,1
18638,education-num,-1,1
18643,education-num,-1,1
18645,education-num,1,1
18646,education-num,-1,1
18649,education-num,-1,-1
18651,education-num,1,-1
18652,education-num,-1,1
18655,education-num,1,1
18659,education-num,-1,-1
18662,education-num,1,1
18664,education-num,1,1
18666,education-num,-1,1
18685,education-num,-1,-1
18687,education-num,1,1
18688,education-num,-1,-1
18689,education-num,1,1
18692,education-num,1,1
18696,education-num,1,1
18698,education-num,-1,-1
18700,education-num,-1,1
18707,education-num,-1,-1
18712,education-num,1,1
18713,education-num,-1,1
18715,education-num,-1,1
18721,education-num,-1,-1
18724,education-num,1,1
18726,education-num,-1,1
18729,education-num,1,1
18730,education-num,-1,-1
18734,education-num,1,1
18736,education-num,1,-1
18739,education-num,-1,-1
18741,education-num,1,1
18746,education-num,1,1
18754,education-num,-1,1
18756,education-num,-1,1
18759,education-num,-1,1
18765,education-num,1,1
18769,education-num,1,1
18773,education-num,1,-1
18774,education-num,-1,1
18780,education-num,1,-1
18786,education-num,1,1
18791,education-num,1,1
18799,education-num,-1,-1
18801,education-num,-1,1
18811,education-num,-1,-1
18814,education-num,-1,1
18816,education-num,-1,1
18819,education-num,-1,-1
18823,education-num,-1,1
18831,education-num,1,-1
18832,education-num,-1,1
18835,education-num,-1,1
18840,education-num,1,1
18841,education-num,-1,-1
18843,education-num,1,1
18860,education-num,-1,-1
18863,education-num,1,1
18867,education-num,-1,1
18874,education-num,-1,1
18885,education-num,1,-1
18886,education-num,-1,1
18890,education-num,1,-1
18895,education-num,-1,1
18896,education-num,1,-1
18902,education-num,1,-1
18906,education-num,-1,1
18912,education-num,-1,1
18918,education-num,1,1
18919,education-num,-1,1
18921,education-num,1,1
18922,education-num,1,1
18924,education-num,-1,1
18926,education-num,1,1
18928,education-num,1,1
18930,education-num,1,1
18931,education-num,-1,1
18942,education-num,1,-1
18943,education-num,-1,1
18946,education-num,-1,-1
18947,education-num,1,1
18948,education-num,1,1
18949,education-num,-1,1
18951,education-num,1,1
18958,education-num,-1,1
18959,education-num,1,1
18969,education-num,-1,-1
18972,education-num,1,-1
18973,education-num,-1,1
18976,education-num,1,1
18980,education-num,1,1
18987,education-num,1,-1
18988,education-num,-1,-1
18994,education-num,1,1
18995,education-num,-1,-1
19001,education-num,1,-1
19013,education-num,-1,-1
19025,education-num,-1,-1
19027,education-num,1,1
19032,education-num,-1,1
19034,education-num,1,-1
19036,education-num,-1,1
19038,education-num,-1,1
19044,education-num,1,1
19045,education-num,-1,-1
19047,education-num,1,1
19058,education-num,1,-1
19060,education-num,-1,1
19062,education-num,-1,1
19065,education-num,-1,1
19071,education-num,-1,1
19072,education-num,1,1
19075,education-num,-1,1
19078,education-num,-1,1
19092,education-num,-1,1
19093,education-num,1,1
19096,education-num,-1,1
19099,education-num,1,-1
19101,education-num,1,-1
19102,education-num,-1,1
19108,education-num,-1,1
19113,education-num,1,1
19114,education-num,-1,-1
19117,education-num,-1,1
19122,education-num,-1,-1
19126,education-num,1,1
19131,education-num,1,1
19132,education-num,-1,-1
19135,education-num,-1,-1
19140,education-num,1,-1
19144,education-num,-1,1
19146,education-num,-1,1
19149,education-num,1,1
19153,education-num,-1,1
19162,education-num,1,1
19165,education-num,1,1
19169,education-num,-1,1
19172,education-num,1,-1
19175,education-num,1,1
19176,education-num,-1,1
19179,education-num,-1,1
19183,education-num,-1,1
19186,education-num,1,1
19189,education-num,-1,1
19191,education-num,1,1
19192,education-num,-1,-1
19202,education-num,-1,-1
19210,education-num,1,-1
19211,education-num,-1,-1
19212,education-num,-1,1
19216,education-num,-1,1
19219,education-num,1,1
19224,education-num,-1,-1
19226,education-num,1,1
19230,education-num,1,-1
19232,education-num,-1,1
19236,education-num,-1,1
19247,education-num,1,1
19248,education-num,1,1
19249,education-num,-1,1
19253,education-num,-1,1
19254,education-num,-1,-1
19257,education-num,-1,1
19258,education-num,1,1
19260,education-num,1,1
19262,education-num,-1,1
19266,education-num,1,-1
19268,education-num,-1,1
19269,education-num,1,1
19270,education-num,-1,-1
19272,education-num,1,1
19273,education-num,-1,-1
19282,education-num,-1,1
19284,education-num,1,1
19287,education-num,1,1
19288,education-num,-1,1
19294,education-num,-1,1
19296,education-num,1,1
19297,education-num,-1,1
19302,education-num,1,1
19303,education-num,-1,-1
19309,education-num,-1,1
19315,education-num,-1,1
19317,education-num,1,1
19335,education-num,-1,1
19341,education-num,1,-1
19342,education-num,-1,-1
19344,education-num,1,1
19347,education-num,1,1
19354,education-num,1,1
19356,education-num,1,1
19357,education-num,-1,1
19371,education-num,-1,1
19374,education-num,-1,1
19378,education-num,1,-1
19380,education-num,1,1
19382,education-num,-1,-1
19384,education-num,1,1
19392,education-num,1,1
19393,education-num,-1,-1
19396,education-num,-1,-1
19402,education-num,-1,1
19405,education-num,-1,1
19409,education-num,-1,1
19410,education-num,-1,1
19423,education-num,1,1
19426,education-num,1,-1
19428,education-num,1,-1
19430,education-num,-1,1
19436,education-num,-1,-1
19444,education-num,-1,1
19446,education-num,-1,1
19452,education-num,-1,1
19453,education-num,1,1
19457,education-num,1,-1
19459,education-num,1,1
19464,education-num,-1,1
19470,education-num,1,1
19476,education-num,-1,1
19477,education-num,-1,1
19481,education-num,-1,-1
19482,education-num,1,1
19483,education-num,-1,1
19485,education-num,1,-1
19487,education-num,-1,1
19492,education-num,1,1
19497,education-num,1,1
19498,education-num,-1,1
19508,education-num,-1,1
19512,education-num,1,1
19513,education-num,-1,-1
19515,education-num,-1,-1
19521,education-num,1,-1
19522,education-num,-1,1
19526,education-num,1,1
19527,education-num,1,1
19528,education-num,-1,1
19530,education-num,1,-1
19536,education-num,-1,1
19537,education-num,1,1
248,marital-status,-1,1
737,marital-status,-1,1
830,marital-status,-1,1
848,marital-status,-1,1
1220,marital-status,-1,1
1619,marital-status,-1,-1
2000,marital-status,-1,-1
2201,marital-status,-1,-1
2738,marital-status,-1,-1
2801,marital-status,-1,-1
2891,marital-status,-1,-1
2918,marital-status,-1,-1
2948,marital-status,-1,-1
3230,marital-status,-1,-1
3395,marital-status,-1,-1
3548,marital-status,-1,-1
4160,marital-status,-1,-1
4304,marital-status,-1,-1
4718,marital-status,-1,-1
4976,marital-status,-1,-1
5075,marital-status,-1,-1
5573,marital-status,-1,-1
6623,marital-status,-1,1
6920,marital-status,-1,-1
7400,marital-status,-1,-1
7679,marital-status,-1,-1
7862,marital-status,-1,-1
8597,marital-status,-1,-1
8627,marital-status,-1,-1
8666,marital-status,-1,-1
8705,marital-status,-1,-1
12290,marital-status,-1,-1
12299,marital-status,-1,-1
12524,marital-status,-1,-1
12557,marital-status,-1,-1
12929,marital-status,-1,-1
13229,marital-status,-1,-1
13310,marital-status,-1,-1
13820,marital-status,-1,-1
14603,marital-status,-1,-1
14822,marital-status,-1,-1
15140,marital-status,-1,-1
15731,marital-status,-1,-1
15947,marital-status,-1,-1
15965,marital-status,-1,-1
16205,marital-status,-1,-1
16430,marital-status,-1,-1
16643,marital-status,-1,-1
16700,marital-status,-1,-1
17339,marital-status,-1,-1
17402,marital-status,-1,-1
17459,marital-status,-1,-1
18113,marital-status,-1,-1
18155,marital-status,-1,-1
18380,marital-status,-1,-1
19145,marital-status,-1,-1
19217,marital-status,-1,-1
19397,marital-status,-1,-1
19529,marital-status,-1,-1
28,occupation,1,1
37,occupation,1,1
43,occupation,1,1
49,occupation,1,1
50,occupation,1,1
53,occupation,1,1
71,occupation,1,1
82,occupation,1,1
89,occupation,1,1
114,occupation,1,1
119,occupation,-1,1
133,occupation,1,1
142,occupation,1,1
153,occupation,1,1
156,occupation,1,1
160,occupation,1,1
169,occupation,1,1
172,occupation,1,1
180,occupation,1,1
182,occupation,1,1
194,occupation,1,1
198,occupation,1,1
203,occupation,1,1
205,occupation,1,1
210,occupation,1,1
212,occupation,1,1
218,occupation,1,1
221,occupation,1,1
230,occupation,1,1
244,occupation,1,1
261,occupation,1,1
265,occupation,1,1
274,occupation,1,1
276,occupation,1,1
277,occupation,1,1
281,occupation,1,1
292,occupation,1,1
294,occupation,-1,1
299,occupation,1,1
317,occupation,1,1
321,occupation,1,1
331,occupation,1,1
334,occupation,1,1
337,occupation,1,1
340,occupation,1,1
343,occupation,1,1
345,occupation,-1,1
357,occupation,1,1
365,occupation,1,1
372,occupation,1,1
374,occupation,1,1
382,occupation,1,1
395,occupation,1,1
406,occupation,1,1
429,occupation,-1,1
441,occupation,1,1
446,occupation,1,1
457,occupation,1,1
476,occupation,1,1
500,occupation,1,1
505,occupation,1,1
516,occupation,1,1
523,occupation,-1,1
539,occupation,1,1
555,occupation,1,1
558,occupation,1,1
573,occupation,1,1
576,occupation,1,1
601,occupation,1,1
602,occupation,1,1
615,occupation,1,1
620,occupation,1,1
626,occupation,-1,-1
628,occupation,1,1
634,occupation,1,1
645,occupation,1,1
653,occupation,1,1
671,occupation,1,1
693,occupation,1,1
700,occupation,-1,1
701,occupation,-1,1
703,occupation,1,1
715,occupation,1,1
723,occupation,1,1
730,occupation,1,1
735,occupation,1,1
739,occupation,-1,1
757,occupation,1,1
764,occupation,1,1
766,occupation,1,1
783,occupation,1,1
785,occupation,1,1
786,occupation,1,1
790,occupation,1,1
824,occupation,1,1
828,occupation,1,1
837,occupation,1,1
842,occupation,-1,1
845,occupation,1,1
846,occupation,1,1
855,occupation,1,1
872,occupation,1,1
873,occupation,1,1
875,occupation,1,1
878,occupation,1,1
883,occupation,-1,1
884,occupation,-1,1
895,occupation,1,1
914,occupation,1,1
916,occupation,1,1
929,occupation,1,1
931,occupation,1,1
937,occupation,1,1
956,occupation,1,1
958,occupation,1,1
967,occupation,1,1
970,occupation,1,1
974,occupation,1,1
976,occupation,1,1
982,occupation,-1,1
990,occupation,1,1
1001,occupation,1,1
1013,occupation,1,1
1023,occupation,-1,1
1032,occupation,1,1
1055,occupation,1,1
1061,occupation,1,1
1063,occupation,1,1
1089,occupation,1,1
1104,occupation,-1,1
1135,occupation,1,1
1137,occupation,-1,1
1139,occupation,1,1
1143,occupation,-1,1
1148,occupation,1,1
1173,occupation,1,1
1175,occupation,1,1
1186,occupation,1,1
1198,occupation,1,1
1204,occupation,1,1
1205,occupation,1,1
1214,occupation,1,1
1218,occupation,1,1
1228,occupation,1,1
1232,occupation,1,1
1236,occupation,-1,1
1238,occupation,1,1
1263,occupation,1,1
1274,occupation,1,1
1275,occupation,1,1
1294,occupation,1,1
1307,occupation,1,1
1312,occupation,1,1
1320,occupation,-1,1
1323,occupation,-1,1
1345,occupation,1,1
1349,occupation,1,1
1360,occupation,1,1
1384,occupation,1,1
1387,occupation,1,1
1394,occupation,1,1
1408,occupation,1,1
1441,occupation,1,1
1452,occupation,-1,-1
1460,occupation,1,-1
1461,occupation,1,1
1474,occupation,1,-1
1481,occupation,1,-1
1484,occupation,1,-1
1498,occupation,1,-1
1506,occupation,1,-1
1515,occupation,1,-1
1524,occupation,1,-1
1527,occupation,1,-1
1532,occupation,1,-1
1534,occupation,1,-1
1538,occupation,1,-1
1539,occupation,1,-1
1547,occupation,1,1
1558,occupation,1,-1
1569,occupation,1,1
1578,occupation,1,-1
1595,occupation,-1,-1
1598,occupation,1,-1
1613,occupation,1,1
1648,occupation,1,1
1660,occupation,-1,-1
1661,occupation,-1,-1
1679,occupation,1,-1
1685,occupation,1,-1
1709,occupation,1,-1
1728,occupation,1,-1
1735,occupation,1,-1
1742,occupation,1,-1
1775,occupation,1,-1
1782,occupation,-1,-1
1787,occupation,1,1
1788,occupation,1,-1
1791,occupation,1,-1
1813,occupation,1,-1
1819,occupation,1,-1
1853,occupation,1,-1
1863,occupation,1,-1
1888,occupation,-1,-1
1892,occupation,1,-1
1894,occupation,1,-1
1901,occupation,1,-1
1952,occupation,1,-1
1957,occupation,1,-1
1964,occupation,1,-1
1991,occupation,1,-1
1998,occupation,1,-1
2008,occupation,1,-1
2011,occupation,1,-1
2013,occupation,1,-1
2017,occupation,1,-1
2044,occupation,1,1
2068,occupation,1,-1
2074,occupation,1,-1
2091,occupation,1,-1
2098,occupation,1,-1
2111,occupation,1,1
2129,occupation,-1,-1
2131,occupation,1,-1
2133,occupation,-1,-1
2135,occupation,-1,-1
2138,occupation,1,-1
2145,occupation,1,1
2159,occupation,1,1
2168,occupation,1,-1
2188,occupation,1,-1
2196,occupation,1,-1
2199,occupation,1,1
2204,occupation,1,-1
2209,occupation,1,-1
2215,occupation,1,1
2224,occupation,1,-1
2227,occupation,1,-1
2235,occupation,1,-1
2240,occupation,1,-1
2243,occupation,1,-1
2252,occupation,1,-1
2255,occupation,1,-1
2259,occupation,1,1
2279,occupation,1,-1
2284,occupation,1,-1
2287,occupation,1,1
2293,occupation,1,-1
2301,occupation,1,-1
2314,occupation,1,-1
2329,occupation,1,-1
2359,occupation,1,-1
2364,occupation,1,-1
2368,occupation,1,1
2371,occupation,1,1
2380,occupation,1,-1
2398,occupation,1,-1
2410,occupation,1,1
2442,occupation,1,-1
2446,occupation,1,-1
2451,occupation,-1,-1
2456,occupation,1,-1
2460,occupation,-1,-1
2461,occupation,1,-1
2462,occupation,-1,-1
2471,occupation,1,-1
2474,occupation,1,-1
2486,occupation,1,-1
2491,occupation,1,-1
2503,occupation,1,-1
2507,occupation,1,1
2509,occupation,1,-1
2516,occupation,1,-1
2520,occupation,1,1
2534,occupation,1,-1
2536,occupation,1,-1
2540,occupation,1,-1
2543,occupation,1,1
2550,occupation,1,-1
2552,occupation,1,1
2560,occupation,-1,-1
